endpoint,category,task,representation,split,model,method,n_explained,faith_mean,faith_lo,faith_hi,null_faith_mean,faith_vs_null,beats_null_p,beats_null,stab_mean,stab_lo,stab_hi,stab_worst,sanity_sim,sanity_passed,primary_perf,perf_metric
AMES,toxicity,classification,descriptors,scaffold,mlp,lime,60,0.1389232176873419,0.0849155087562071,0.1950362393508354,0.0756542142894533,0.0632690033978885,0.06,False,0.0940135584937972,0.0750973538444033,0.1143138414251473,0.1712502133668889,0.0562357801296836,True,0.8372456691082433,AUROC
AMES,toxicity,classification,descriptors,scaffold,mlp,random,60,0.0756542142894533,0.0347083890106942,0.1244224184420373,0.0756542142894533,0.0,,False,1.5037358412791948,1.4736149138660717,1.5316323809220738,1.576743124986268,1.0,False,0.8372456691082433,AUROC
AMES,toxicity,classification,descriptors,random,rf,shap,60,0.2445602511127247,0.2043459165241087,0.2793978566085268,0.0514009117298303,0.1931593393828944,0.0,True,0.6839877585258084,0.4179159056855427,1.0444203171543762,1.9780393134402368,0.6755352698404468,False,0.9076960863324812,AUROC
AMES,toxicity,classification,descriptors,random,rf,lime,60,0.137641970505281,0.111341035597958,0.1638455392843034,0.0514009117298303,0.0862410587754507,0.0,True,0.5309406340863538,0.2259985461752089,0.9526559604378104,1.987665854984606,0.0702077373318865,True,0.9076960863324812,AUROC
AMES,toxicity,classification,descriptors,random,rf,random,60,0.0514009117298302,0.039013783780284,0.0628439162218113,0.0514009117298303,-1.3877787807814457e-17,,False,1.4695738579335755,1.4508011745639906,1.4896794053177167,1.5467521623946232,1.0,False,0.9076960863324812,AUROC
AMES,toxicity,classification,descriptors,random,hgb,shap,60,0.3666104739415772,0.3170262662157537,0.4151094175354025,0.0460434004723485,0.3205670734692286,0.0,True,0.6617048963251269,0.5467167855750822,0.7892943419678794,1.2193425533637348,0.6742421540745009,False,0.9139419128539302,AUROC
AMES,toxicity,classification,descriptors,random,hgb,lime,60,0.1287370046798242,0.0879785566063443,0.173393357503124,0.0460434004723485,0.0826936042074757,0.0,True,0.4334972236796692,0.1178628119518524,0.8955552254654846,1.996143833006483,0.0480955160335154,True,0.9139419128539302,AUROC
AMES,toxicity,classification,descriptors,random,hgb,random,60,0.0460434004723485,0.0254980635480039,0.0661157626190975,0.0460434004723485,0.0,,False,1.4750032773833228,1.4365019501605902,1.5131634255620148,1.6223319888561587,1.0,False,0.9139419128539302,AUROC
AMES,toxicity,classification,descriptors,random,mlp,ig,60,0.3051651706298192,0.2334423348266217,0.3753776668467454,0.0660797350936465,0.2390854355361726,0.0,True,0.3015120062218392,0.1085994797737478,0.6447400988058873,2.133845381054728,0.5445457223414553,False,0.8937499520289821,AUROC
AMES,toxicity,classification,descriptors,random,mlp,lime,60,0.1541386504968007,0.0959325630135006,0.2177274512872099,0.0660797350936465,0.0880589154031541,0.01,True,0.2488891395723588,0.0795800556809136,0.5843688712217602,1.9880410986547028,0.0535716438757279,True,0.8937499520289821,AUROC
