endpoint,model,primary,faith,null,faithful,consensus,stability
DILI,mlp,ig,0.21921565135320029,3.973642985026042e-07,1,0.3541187607202824,0.08511891320641425
DILI,mlp,ig,0.09447091817855835,1.5497207641601562e-06,1,0.4066675749292469,0.09138261173218169
DILI,mlp,ig,0.7719677090644836,0.0014315247535705566,1,0.3638404968700602,0.11880064174132185
DILI,mlp,ig,-0.013672053813934326,-0.05878921349843343,1,0.29439197461624167,0.09643842262123584
DILI,mlp,ig,-0.08092673619588216,0.28879393140474957,0,0.46643781406995605,0.1418216039482261
DILI,mlp,ig,0.1459075609842936,5.165735880533854e-07,1,0.2014106969904435,0.07582744195921368
DILI,mlp,ig,0.20059063037236533,1.9073486328125e-06,1,0.24969759038670636,0.08174754957003819
DILI,mlp,ig,0.2739529013633728,-0.013733983039855957,1,0.4259654208356431,0.09715438990907026
DILI,mlp,ig,0.085944930712382,4.178285598754883e-05,1,0.47151594732818736,0.15381157425597292
DILI,mlp,ig,0.01060938835144043,2.868970235188802e-05,1,0.2889027991192543,0.12410198409583593
DILI,mlp,ig,0.5684647162755331,0.0,1,0.19760327145316645,0.03368493187404812
DILI,mlp,ig,0.0216826597849528,0.3132168650627136,0,0.374342038867078,0.0565908065083583
DILI,mlp,ig,0.29102224111557007,0.15202693144480386,1,0.3976222968638218,1.9073083828239374
DILI,mlp,ig,0.7095673282941183,-0.0013019839922587078,1,0.1361841657318474,0.03738356951214939
DILI,mlp,ig,0.24406562248865762,-0.006809552510579427,1,0.37515355368702197,0.09524292326015016
DILI,mlp,ig,0.14479498068491617,1.1920928955078125e-07,1,0.3215043206845879,0.08019992780909406
DILI,mlp,ig,0.23332498470942178,0.015400071938832601,1,0.4010069360983784,0.08668771862211162
DILI,mlp,ig,0.8079594572385153,0.00247726837793986,1,0.3883456607382969,0.11898370224219032
DILI,mlp,ig,0.11967792113622029,0.0014483928680419922,1,0.44161790928747185,0.1335604186410958
DILI,mlp,ig,0.02063971757888794,-7.700920104980469e-05,1,0.42170232561654514,0.20358856416993285
DILI,mlp,ig,0.023559073607126873,-0.00791694720586141,1,0.4116646741461234,0.061082237001065465
DILI,mlp,ig,0.19446835915247598,0.0001917282740275065,1,0.3889998051011172,0.14369576764024003
DILI,mlp,ig,0.01658576726913452,0.019075433413187664,0,0.4764179196269519,0.11248922709909191
DILI,mlp,ig,0.47582298517227173,4.649162292480469e-06,1,0.3700049560450039,0.03489462538235359
DILI,mlp,ig,0.20043261845906576,0.027299880981445312,1,0.4849417612523551,0.10696400551653905
DILI,mlp,ig,0.16081027189890543,0.398914376894633,0,0.4178608422937712,0.11449783639201316
DILI,mlp,ig,0.1377026637395223,0.001947641372680664,1,0.3764500983486981,0.23676716210324977
DILI,mlp,ig,0.09173917770385742,1.5894571940104166e-07,1,0.3934120499325638,0.08416614870473021
DILI,mlp,ig,-0.0522308349609375,0.12282790740331014,0,0.4157574804377368,0.1039192120140265
DILI,mlp,ig,0.19104629755020142,1.702706019083659e-05,1,0.3454398974505484,0.20196072629208847
DILI,mlp,ig,0.01715618371963501,0.005777617295583089,1,0.3337862627786174,0.07594133071189622
DILI,mlp,ig,0.01222232977549235,0.992208460966746,0,0.20901497840742966,0.02976488581580913
DILI,mlp,ig,0.8370945851008097,0.0035589138666788736,1,0.43573295883488233,0.08790405629258874
DILI,mlp,ig,0.29198936621348065,0.00019152959187825522,1,0.34357846331218195,0.16138946487195324
DILI,mlp,ig,0.08619725704193115,4.633267720540365e-05,1,0.4504776311422586,0.07942923615390848
DILI,mlp,ig,-0.2064839800198873,0.016546010971069336,0,0.2307872985911371,0.07853129190916469
DILI,mlp,ig,0.7416341304779053,-0.021825591723124187,1,0.43756855603252703,0.14387590051522248
DILI,mlp,ig,-0.009825388590494791,0.13623533646265665,0,0.353922634852076,0.09444181481242513
DILI,mlp,ig,0.0005235671997070312,7.549921671549479e-07,1,0.23046903445770034,0.07719161661604855
DILI,mlp,ig,0.3579111099243164,4.76837158203125e-07,1,0.39156001104536886,0.057310106325621724
DILI,mlp,ig,0.4842564066251119,0.2225481073061625,1,0.3673026469267822,0.07081506646311304
DILI,mlp,ig,0.11979864041010539,0.00012117624282836914,1,0.3255595459715151,0.14323322973771116
DILI,mlp,ig,0.2604163885116577,0.20548692345619202,1,0.34316976988621883,1.9007837772109115
DILI,mlp,ig,0.018619239330291748,0.0,1,0.29039429524274046,0.04616797077274303
DILI,mlp,ig,0.9260511795679728,0.14104278882344565,1,0.32111676657376087,0.07065214546409375
DILI,mlp,ig,0.09481247266133626,-0.0006561875343322754,1,0.4587149176069289,0.04488804251310446
DILI,mlp,ig,-0.009595235188802084,-0.008837024370829264,0,0.4200123548120597,0.06635020412288903
hERG,rf,shap,-0.05846721677229957,0.0055742000820421245,0,0.22077176133199541,0.6031510515230946
hERG,rf,shap,0.014908843774720423,0.009211388615200175,1,0.22852045769746382,0.5064508188548533
