within_cell_auc,pooled_centered_auc,n_cells,rho_consensus,rho_stability,rho_conf,rho_margin,rho_knn_dist,rho_attr_l2,rho_attr_entropy
0.6941899615559625,0.6484342008023649,22,0.14779335338117833,-0.17895257955083907,0.2546555564896401,0.25455269179733214,0.028225198059679952,0.3768283206097454,-0.28889803916471585
