coverage,cert_retained_faith,lift
1.0,0.47467077826295073,5.551115123125783e-17
0.9,0.49329644950734247,0.018625671244391795
0.8,0.5113506900234946,0.03667991176054397
0.7,0.5339736241616847,0.059302845898734025
0.6,0.5547552795412277,0.08008450127827704
0.5,0.5881777680684176,0.11350698980546692
0.4,0.6168341647160954,0.14216338645314475
0.3,0.6797375907996348,0.20506681253668413
