cell,faith,faithful,consensus,stability,conf,margin,knn_dist,attr_l2,attr_entropy
leukemia-rf,0.18666666666666668,1,0.04601478235654061,0.32308850982121934,0.8833333333333333,0.7666666666666666,79.64159218208917,0.030215122096831276,5.83495219740378
leukemia-rf,0.5533333333333333,1,0.04712243479763741,0.33934075705279365,0.8566666666666667,0.7133333333333334,93.78306242749066,0.04807555649955498,5.706443903932108
leukemia-rf,0.055555555555555546,1,0.04545042575959272,0.4181485735106218,0.7533333333333333,0.5066666666666666,81.81962657271393,0.03275714989470973,5.80990909247304
leukemia-rf,0.40444444444444444,1,0.07523413968011172,0.30495525020256964,0.7066666666666667,0.41333333333333333,107.4944844824067,0.04613403866819775,5.733937352436733
leukemia-rf,0.1533333333333334,1,0.03584438474981159,0.3616921605468293,0.8533333333333334,0.7066666666666668,93.23746377322837,0.033662860658589346,5.834638279876383
leukemia-rf,0.06777777777777778,1,0.0024280454949728416,0.3740291076013281,0.8033333333333333,0.6066666666666667,97.31059961669698,0.030571896425986136,5.874754110174583
leukemia-rf,0.062222222222222255,1,0.025829919844509826,0.6628100714434009,0.8,0.6000000000000001,91.75272221257751,0.030879452591155546,5.859581624598224
leukemia-rf,0.2044444444444444,1,0.0370615498725627,0.3752850327971846,0.94,0.8799999999999999,81.86064477816096,0.027606431169165373,5.88319216129999
leukemia-rf,0.055555555555555546,1,0.04900768370143779,0.30572007987662403,0.7933333333333333,0.5866666666666667,106.76906371573077,0.031712264861135125,5.898133732333685
leukemia-rf,0.08999999999999997,1,0.033083880247806174,0.3608099347829169,0.8266666666666667,0.6533333333333333,89.107339502339,0.03096914985550778,5.856841032821315
leukemia-rf,0.4533333333333333,1,0.05136307349303742,0.34828578875823013,0.72,0.43999999999999995,89.54079749251362,0.04739824712898172,5.734404487454256
leukemia-rf,0.27888888888888885,1,0.025378564900783388,0.2929521777325236,0.5466666666666666,0.09333333333333332,96.08342414354556,0.04136871627520439,5.799414531554538
leukemia-rf,0.5155555555555555,1,0.05834658350700353,0.23037783176966933,0.7833333333333333,0.5666666666666667,102.39445285041367,0.04727834396976808,5.778134350583127
leukemia-rf,0.4133333333333334,1,0.019956340703067947,0.27213781403344833,0.6833333333333333,0.3666666666666667,116.37775352610228,0.04772854353819681,5.790052345627528
leukemia-rf,0.26666666666666666,1,0.032846713210179054,0.27422153623069107,0.5366666666666666,0.0733333333333333,90.73526591543737,0.04812529151447627,5.683128405395221
leukemia-rf,0.14,1,0.041212595323086076,0.25276870638266447,0.8766666666666667,0.7533333333333334,85.8976377548169,0.030348374241805746,5.880791988735378
leukemia-rf,0.14777777777777776,1,0.04282890960491902,0.39326727677973744,0.8833333333333333,0.7666666666666666,79.31335804984886,0.029825960351434554,5.85467928238165
