endpoint,category,representation,split,model,method_a,method_b,kendall_mean,kendall_std,spearman_mean,spearman_std,jaccard_mean,jaccard_std,top_k
LD50,toxicity,descriptors,scaffold,hgb,shap,random,0.011391032467445421,0.049560515329418804,0.01681031486180897,0.07271813631689383,0.025146198830409354,0.03661864843146963,10
LD50,toxicity,descriptors,scaffold,hgb,lime,random,0.01301701086647323,0.04371210600519411,0.019652232666438056,0.06581692848071491,0.020467836257309937,0.03135615583264213,10
LD50,toxicity,descriptors,scaffold,mlp,ig,lime,0.10511956159490882,0.08411928832943798,0.1549068874684135,0.11959182358992046,0.07366017482116552,0.08885719915306758,10
LD50,toxicity,descriptors,scaffold,mlp,ig,random,0.00457332255984779,0.03544094559512686,0.006947684620583384,0.052439744884775444,0.025065932805870886,0.03566205089527956,10
LD50,toxicity,descriptors,scaffold,mlp,lime,random,0.00616857256642203,0.042462404259359876,0.008856444488288229,0.06264281889300836,0.026803118908382065,0.03512492612532629,10
LD50,toxicity,descriptors,random,rf,shap,lime,0.04582853278712791,0.05941148137409825,0.06787792327853327,0.08690794201279392,0.10423689943813781,0.050356289571468066,10
LD50,toxicity,descriptors,random,rf,shap,random,-0.009445369143822496,0.043337289676193706,-0.014473854445707968,0.06494394260233079,0.0320662768031189,0.034654434359278806,10
LD50,toxicity,descriptors,random,rf,lime,random,-0.00522557888149286,0.04926559525623605,-0.007594722147844373,0.07308744602189754,0.03529985093452585,0.042923224890641064,10
LD50,toxicity,descriptors,random,hgb,shap,lime,0.0544481914856418,0.05189552477500799,0.07928857087723826,0.07584684144244876,0.08906088751289988,0.04844806486383078,10
LD50,toxicity,descriptors,random,hgb,shap,random,-0.01663144232074241,0.03984254223932878,-0.023530311383084722,0.05863549552015869,0.02417153996101364,0.035062802502295286,10
LD50,toxicity,descriptors,random,hgb,lime,random,-0.00955510041531547,0.04079667774511709,-0.014540380125612448,0.06034728720178657,0.020662768031189084,0.034670466882611245,10
LD50,toxicity,descriptors,random,mlp,ig,lime,0.07417317519071329,0.059801828667840166,0.11182488936800024,0.08721374213975276,0.07043200321064096,0.05587967128043776,10
LD50,toxicity,descriptors,random,mlp,ig,random,0.0054125948181091245,0.04468247237424606,0.008164646812846928,0.06744448346859995,0.026820318770783166,0.03568037928520318,10
LD50,toxicity,descriptors,random,mlp,lime,random,0.0043622347385788235,0.04109007620705428,0.006841548562471913,0.06135272694580744,0.025828460038986353,0.03354795083722362,10
Caco2,absorption,descriptors,scaffold,rf,shap,lime,0.055529988386998956,0.050446410196370604,0.08200501876925499,0.07294841556831433,0.24983066325945583,0.07850287999718553,10
Caco2,absorption,descriptors,scaffold,rf,shap,random,-0.004048957769860457,0.0539095366842647,-0.005183633118133303,0.07966229960582678,0.030506822612085767,0.03785530380786933,10
Caco2,absorption,descriptors,scaffold,rf,lime,random,-0.001251635660237811,0.04751427933965041,-0.001489024961206081,0.07101141658012514,0.022222222222222216,0.031633048739879585,10
Caco2,absorption,descriptors,scaffold,hgb,shap,lime,0.06481138367353911,0.049364204859015395,0.09223515230857543,0.06923172418158946,0.18564589578521465,0.07392363663238771,10
Caco2,absorption,descriptors,scaffold,hgb,shap,random,0.007785924982938704,0.04284278546133526,0.011006520766333563,0.061803542770853453,0.024463937621832358,0.03943925531504006,10
Caco2,absorption,descriptors,scaffold,hgb,lime,random,-0.004943960857939352,0.047812740484311174,-0.007602277371439845,0.07059141042613057,0.024188739823414743,0.03562049516125338,10
Caco2,absorption,descriptors,scaffold,mlp,ig,lime,0.09712036423384754,0.05453240522638849,0.14354767848293434,0.08039040062811331,0.08678763903222106,0.06483135993177119,10
Caco2,absorption,descriptors,scaffold,mlp,ig,random,-0.005114409300942396,0.04006417720016944,-0.007751746758072318,0.060063039673905035,0.03880862286435042,0.04203624280567644,10
Caco2,absorption,descriptors,scaffold,mlp,lime,random,0.0009728622631848438,0.041083391168623355,0.0014535388980491074,0.061491491683561376,0.027892443527118446,0.038567460865463914,10
Caco2,absorption,descriptors,random,rf,shap,lime,0.062071056059739914,0.05098902895637368,0.09224626222007141,0.07424588491630874,0.27360243242596183,0.08168936648947603,10
Caco2,absorption,descriptors,random,rf,shap,random,-0.005163690000428374,0.0358912506727646,-0.007876848987785496,0.054093214683687614,0.027582846003898633,0.033527556772063434,10
Caco2,absorption,descriptors,random,rf,lime,random,0.0016555726233145598,0.0497743480190128,0.0028122264656742298,0.07473087592887773,0.028752436647173484,0.03800857187142386,10
Caco2,absorption,descriptors,random,hgb,shap,lime,0.06841736170882116,0.048558512784383355,0.09820120799078666,0.06871175423035715,0.18756593280587086,0.07036287351024353,10
Caco2,absorption,descriptors,random,hgb,shap,random,-0.006604789711375939,0.04219753743712883,-0.009774967697780588,0.06066151955843672,0.025828460038986353,0.03354795083722362,10
