ig_auc,occ_auc,random_auc
1.0,0.5,0.6666666666666666
0.25,0.25,0.75
0.25,1.0,0.75
1.0,1.0,0.33333333333333337
0.0,0.75,0.0
0.25,0.25,1.0
0.4,0.6,0.8
1.0,1.0,0.8
0.0,0.4,0.4
0.7714285714285715,0.8285714285714286,0.7142857142857143
