cell,faith,faithful,consensus,stability,conf,margin,knn_dist,attr_l2,attr_entropy
DILI-rf,0.1563148375648374,1,0.3854650360387616,0.37454347443294916,0.721058201058201,0.442116402116402,10.35079777932057,0.08884925677110367,4.262426669072987
DILI-rf,0.019219544219544266,1,0.3124830811670812,0.3725152937121738,0.5410606060606061,0.08212121212121226,10.043667729007566,0.08319596773402389,4.244149289037445
DILI-rf,0.2002859231411862,1,0.4357289137922979,0.2766171625557475,0.7733333333333333,0.5466666666666666,13.44170725272617,0.08020720775289189,4.271798364782106
DILI-rf,0.07839822790525393,1,0.352829014329594,2.01472867506916,0.5646385357113513,0.12927707142270256,7.939292281679539,0.07285830162720178,4.395800803410571
DILI-rf,0.02541493296347665,1,0.38031961413654425,1.9966828885903332,0.513978978978979,0.02795795795795808,24.97035870409434,0.08024224872727201,4.2739187889544095
DILI-rf,0.08719927719927724,1,0.36430726318838647,0.13881081024371425,0.5954166666666667,0.19083333333333335,12.674304418709621,0.10165327626306363,4.162561568339801
DILI-rf,0.2866370049703382,1,0.3446874793772612,0.2935459189529152,0.8965765765765765,0.793153153153153,11.650083585002799,0.08852259074144811,4.2623243172443495
DILI-rf,0.32120099807599806,1,0.4351258153794267,0.4581883507369656,0.88,0.76,14.683240196915994,0.08689584771597404,4.212621522230631
DILI-rf,0.1423879021526294,1,0.3649450089297478,0.41704150112494554,0.6192189768779993,0.23843795375599863,7.407299223760054,0.08323112756245021,4.3175346629497104
DILI-rf,0.29726827335833467,1,0.4295317399354046,0.308388395240251,0.8696717171717171,0.7393434343434342,5.928147565910779,0.0977252257704947,4.221125398071463
DILI-rf,0.26866436421290785,1,0.407503673172785,0.35688757921477693,0.8290303131689183,0.6580606263378365,10.680031160991572,0.07340236239101344,4.305211374626738
DILI-rf,0.13865818285071166,1,0.38555370970998215,0.23247842005106045,0.628510101010101,0.257020202020202,8.03976631545766,0.08471530081104713,4.2650783200211615
DILI-rf,-0.013763327721661186,0,0.4671763559613961,0.15466836472684672,0.5812936507936507,0.16258730158730145,17.077085601888903,0.08376253040640312,4.330039134693367
DILI-rf,0.07394180146607328,1,0.43815481402946516,0.1826174933192436,0.6754953796217934,0.3509907592435868,16.565609858642755,0.0701762878154805,4.394527823887948
DILI-rf,0.38551260351260347,1,0.3986216249793318,0.21071822987763272,0.8722811447811447,0.7445622895622894,6.539676696734178,0.08690544419403018,4.210165902643977
DILI-rf,0.20753784628784636,1,0.4024269586846922,0.19153059773778808,0.8066666666666666,0.6133333333333333,11.190780037996031,0.08557262498371944,4.174752241046806
DILI-rf,0.11772328741304783,1,0.4148612389126709,0.41813481655766754,0.7714820813230588,0.5429641626461178,7.018713316406005,0.08514911154199611,4.306569848039077
DILI-rf,0.2685444047944048,1,0.3625719605495994,0.3631634431775343,0.77,0.54,10.978016046813385,0.08620162896180995,4.226165226299122
DILI-rf,0.25342489711934163,1,0.3751113572487601,0.21284967683649977,0.8747305220463116,0.7494610440926232,8.702719474351673,0.07705277568297442,4.357583044195235
DILI-rf,0.2893678496448462,1,0.4225182985089972,0.5365085550180068,0.8567947330447332,0.7135894660894663,7.709093482258041,0.08968980039950128,4.25933358410715
DILI-rf,0.036366008866008936,0,0.35975260759906924,0.14833987647430688,0.5633333333333334,0.1266666666666667,30.20514873045795,0.06636690677353242,4.459699039375852
DILI-rf,0.08655269445625356,1,0.3832129596869009,0.6359899796123083,0.600354377104377,0.20070875420875411,9.86136226078483,0.06610980913190843,4.464892981426146
DILI-rf,0.1560623123123123,1,0.42303742119349386,0.2947645639746334,0.6690386002886003,0.3380772005772006,27.348892054687497,0.07332597555134039,4.3563222413479075
DILI-rf,-0.01565485051011371,1,0.40559924459153746,0.5176257381585079,0.5463600288600288,0.09272005772005765,9.03637510509014,0.08286118714136836,4.329006856863412
DILI-rf,0.293606469422259,1,0.40779024768639854,0.36030232104156296,0.8501280663780664,0.7002561327561327,8.080223093101955,0.09499371210999721,4.173223345204562
