mol_idx,bit,n_atoms,n_gt,frac_gt,ig_auc,occ_auc,rand_auc,ig_faith,occ_faith,rand_faith
14,1017,10,1,0.1,0.4444444444444444,0.6666666666666667,0.2222222222222222,0.3595747685127814,0.38133897621689056,-0.024996439615885418
14,268,10,1,0.1,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.404685835611114,0.5001579225451375,0.17199458181858063
14,844,10,1,0.1,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.10557667103906472,0.19506890093907714,-0.007491399844487508
15,80,29,27,0.9310344827586207,1.0,0.0,0.35185185185185186,7.947285970052083e-08,2.6226043701171875e-06,-3.9736429850260414e-08
15,33,29,1,0.034482758620689655,0.0357142857142857,0.9464285714285715,0.8928571428571429,4.784266153971354e-05,2.2252400716145832e-05,2.8212865193684897e-06
15,807,29,1,0.034482758620689655,0.0,0.0357142857142857,0.1428571428571429,0.6091463814179102,0.6207502521574497,0.6665321215987206
15,294,29,1,0.034482758620689655,0.0357142857142857,1.0,0.5714285714285714,-0.00011603037516276042,0.0002975861231486003,-0.00012858708699544272
15,887,29,25,0.8620689655172413,1.0,0.28,0.24,0.0003409385681152344,0.00046000878016153973,5.253156026204427e-05
15,794,29,1,0.034482758620689655,0.1071428571428571,0.8571428571428571,0.6428571428571428,0.00013275941212972006,0.0019698540369669595,-1.0728836059570312e-06
15,591,29,1,0.034482758620689655,0.1071428571428571,0.8928571428571428,0.7857142857142857,0.005904972553253174,0.0017861127853393555,2.9802322387695312e-06
15,222,29,1,0.034482758620689655,0.0,0.8928571428571429,1.0,0.08845807674030463,0.09682846007247765,0.09047350706532598
15,473,29,1,0.034482758620689655,0.8928571428571429,0.1785714285714286,0.0,0.02758080915858348,0.03536567588647207,0.040684595393637814
15,119,29,23,0.7931034482758621,0.717391304347826,0.5652173913043478,0.572463768115942,0.35301866630713147,0.36158421883980435,0.35532474145293236
15,420,29,1,0.034482758620689655,0.7499999999999999,0.8928571428571429,0.8571428571428572,0.2777658651272456,0.2036458949247996,0.03661084175109863
15,106,29,1,0.034482758620689655,0.0714285714285714,0.0357142857142857,0.5,0.09664215863449499,0.07184330148932834,0.09084165069119383
16,33,5,1,0.2,0.75,0.5,1.0,0.18373719851175943,0.1861779789129893,0.018341898918151855
16,807,5,1,0.2,1.0,1.0,0.0,0.18360249946514764,0.18360249946514764,-0.08328469594319661
16,342,5,1,0.2,0.25,0.5,0.0,0.28490754465262097,0.24614664912223816,0.24614664912223816
16,1017,5,1,0.2,0.75,0.75,0.0,0.02198450153809972,-0.17855766167243323,-0.14122706154982248
16,674,5,1,0.2,0.75,1.0,0.25,0.4405761907498042,0.610520583887895,0.4784158493081729
16,1022,5,1,0.2,0.5,0.25,0.25,0.042051796335726976,0.15414802497252822,0.1553417709073983
16,360,5,1,0.2,0.0,0.75,0.0,0.4445359483361244,0.5668785000840822,0.4848750854531924
16,790,5,1,0.2,0.0,0.75,0.75,0.2984742969274521,0.5013794700304667,0.0900119145711263
16,803,5,1,0.2,0.25,0.75,0.25,0.20472930107886592,-0.23986338948210081,0.17233748796085516
16,913,5,1,0.2,1.0,1.0,0.5,0.007932312393677421,-0.04657499771565199,-0.003904335666447878
17,80,6,2,0.3333333333333333,0.5,1.0,0.375,-0.03618276119232178,0.43526968856652576,0.07050732771555583
17,694,6,2,0.3333333333333333,1.0,1.0,0.375,0.01437847005824248,-0.381474116196235,-0.0451775627831618
17,728,6,2,0.3333333333333333,0.0,1.0,0.75,0.08831944068272908,0.4512960451344649,0.002032597859700521
17,251,6,2,0.3333333333333333,0.0,0.5,0.375,0.4766554882129033,0.4766554882129033,0.11828800042470296
17,332,6,2,0.3333333333333333,0.5,1.0,0.5,0.0003467593390572195,-0.10741626110393554,0.0003681867625952388
18,80,7,1,0.14285714285714285,1.0,0.6666666666666667,0.8333333333333334,-0.007498701413472493,-0.13854302962621054,-0.0271683931350708
18,33,7,2,0.2857142857142857,0.39999999999999997,1.0,0.5,0.16279998421669006,0.0780890981356303,0.13668453693389893
18,650,7,1,0.14285714285714285,0.0,0.5,0.16666666666666663,0.5355832378069559,0.6187208319703738,0.1007477839787801
