endpoint,category,task,representation,split,model,method,n_explained,faith_mean,faith_lo,faith_hi,null_faith_mean,faith_vs_null,beats_null_p,beats_null,stab_mean,stab_lo,stab_hi,stab_worst,sanity_sim,sanity_passed,primary_perf,perf_metric
DILI,toxicity,classification,descriptors,scaffold,rf,shap,60,0.1769794820096543,0.15426588476943084,0.20391139827379087,0.020962449396400584,0.15601703261325373,0.0,True,0.4532326381403104,0.27136604146014387,0.7536379383865972,1.9887045940331267,0.6340399105470048,False,0.920104211897525,AUROC
DILI,toxicity,classification,descriptors,scaffold,rf,lime,60,0.10598539353216647,0.08606537492867998,0.12579293776775438,0.020962449396400584,0.08502294413576589,0.0,True,0.2383583660121017,0.06384482003370709,0.5631535225263627,2.0022887650678936,0.060876566436643395,True,0.920104211897525,AUROC
DILI,toxicity,classification,descriptors,scaffold,rf,random,60,0.02096244939640059,0.01395577776657431,0.02893749505652318,0.020962449396400584,6.938893903907228e-18,,False,1.493516226063704,1.4676354934759084,1.5252453582793266,1.5834648384140761,1.0,False,0.920104211897525,AUROC
DILI,toxicity,classification,descriptors,scaffold,hgb,shap,60,0.42041421214849406,0.2980118340818663,0.5286210919929071,0.025354042599124195,0.39506016954936984,0.0,True,0.4034076240056697,0.31012553426504885,0.5484311755933162,1.0517177084945477,0.733571672015922,False,0.8992618323925315,AUROC
DILI,toxicity,classification,descriptors,scaffold,hgb,lime,60,0.17409800918031343,0.10164422436769403,0.2571540048856391,0.025354042599124195,0.14874396658118924,0.0,True,0.5161886324821049,0.018287276648219865,1.0123606472808588,2.010180675281543,0.05084604803086602,True,0.8992618323925315,AUROC
DILI,toxicity,classification,descriptors,scaffold,hgb,random,60,0.025354042599124195,-0.002518041388390174,0.05074321215698951,0.025354042599124195,0.0,,False,1.4681829569504672,1.4379698097561537,1.4940924569749667,1.5375240514138955,1.0,False,0.8992618323925315,AUROC
DILI,toxicity,classification,descriptors,scaffold,mlp,ig,60,0.30185476425621244,0.22974736992269754,0.3758103738476831,0.016114220685429042,0.2857405435707834,0.0,True,0.2511233374329333,0.06438623072782378,0.5945015689215094,2.1492674647909538,0.551446677158203,False,0.8202344767694312,AUROC
DILI,toxicity,classification,descriptors,scaffold,mlp,lime,60,0.1589497129122416,0.09506881563199893,0.24053024425274797,0.016114220685429042,0.14283549222681258,0.0,True,0.17690941975850752,0.009268069875258246,0.5105949406913339,2.0056580700865214,0.049971031785177984,True,0.8202344767694312,AUROC
DILI,toxicity,classification,descriptors,scaffold,mlp,random,60,0.016114220685429042,-0.007847995555235281,0.04057747609499427,0.016114220685429042,0.0,,False,1.4781307768527772,1.45199979046151,1.5039154675293218,1.5882082955592134,1.0,False,0.8202344767694312,AUROC
DILI,toxicity,classification,descriptors,random,rf,shap,60,0.21460934348633795,0.1869771847314675,0.2406553538855636,0.026820014545801886,0.18778932894053607,0.0,True,0.27982824274776913,0.2017632346779445,0.376485868962653,0.6665565541810872,0.6684535157443736,False,0.9090505767524402,AUROC
