auc_consensus,auc_stability,auc_combined,rho_consensus_faith,rho_stability_faith,n,faithful_rate
0.4677602407094595,0.6514331714527026,0.6422548036317568,-0.058285554301614265,-0.21908509868543752,1440,0.8222222222222222
